Time_s,Lat_deg,Lon_deg,Alt_m,Yaw_deg,Pitch_deg,Roll_deg
16,39.9416498847879,116.3,86.6514164920995,0,-15.3073699848583,0
16.1,39.9419101965678,116.3,78.6709378451751,0,-15.4876620294353,0
16.2,39.9421705083478,116.3,70.5923591982507,0,-15.6676402202081,0
16.3,39.9424308201277,116.3,62.4156805513264,0,-15.847301833562,0
16.4,39.9426911319076,116.3,54.1409019044017,0,-16.0266441803565,0
16.5,39.9429514436875,116.3,45.7680232574778,0,-16.2056646060236,0
16.6,39.9432117554674,116.3,37.297044610553,0,-16.3843604906582,0
16.7,39.9434720672474,116.3,28.727965963629,0,-16.5627292490994,0
16.8,39.9437323790273,116.3,20.0607873167046,0,-16.7407683310046,0
16.9,39.9439926908072,116.3,11.2955086697798,0,-16.9184752209156,0
17,39.9442530025871,116.3,2.43213002285574,0,-17.0958474383162,0
17.1,39.9445133143671,116.3,-6.52934862406869,0,-17.2728825376824,0
